지역 및 장소,,날짜,이름,분위기,교통,혼잡도,인프라,방문목적,제목,내용,전처리
부산_부산엑스더스카이,0,2022년 6월 • 가족,TARA,,,,,,생각보다 오래있었던 엑스더스카이,잠깐 들러서 스타벅스 한잔하러 갔는데 사진 찍느라 시간 가는 줄 몰랐네요. 시원한 뷰에 푹 빠져서 시간 가는 줄 모르고 있다 왔어요.,"잠깐 들러서 스타벅스 한잔하러 갔는데 사진 찍느라 시간 가는 줄 몰랐네요
시원한 뷰에 푹 빠져서 시간 가는 줄 모르고 있다 왔어요
"
